Regiao_Global_ID,Gene_ID,Chr,Start,End,Function
Chr6_R3,GSCOCG00034089001,chr6,27826772,27834981,Protein PLANT CADMIUM RESISTANCE 10
Chr6_R3,GSCOCG00034088001,chr6,27836166,27838115,PF03745 - Domain of unknown function (DUF309) (DUF309)  (1 of 1)
Chr6_R3,GSCOCG00034084001,chr6,27900387,27902287,YjeF N-terminal domain-containing protein
Chr6_R3,GSCOCG00034082001,chr6,27919669,27920982,DNA-directed RNA polymerase subunit
Chr6_R3,GSCOCG00034079001,chr6,27927676,27928835,NB-ARC domain-containing protein
Chr6_R3,GSCOCG00034078001,chr6,27981466,27984647,"putative K14774 - U3 small nucleolar RNA-associated protein 25 (UTP25, DEF)  (1 of 1)"
Chr6_R3,GSCOCG00034077001,chr6,27986383,28010043,"putative K14774 - U3 small nucleolar RNA-associated protein 25 (UTP25, DEF)  (1 of 1)"
Chr6_R4,GSCOCG00003214001,chr6,30063846,30077367,RT_RNaseH domain-containing protein
Chr6_R4,GSCOCG00003215001,chr6,30238195,30239717,Q
Chr6_R4,GSCOCG00003216001,chr6,30269899,30286419,transcription regulator NOT2/NOT3/NOT5 family protein
Chr6_R4,GSCOCG00008008001,chr6,30378098,30388092,AAA domain-containing protein
Chr6_R5,GSCOCG00001549001,chr6,31249792,31253905,Trigger_N domain-containing protein
Chr6_R5,GSCOCG00001548001,chr6,31255048,31263837,Trigger_N domain-containing protein
Chr6_R5,GSCOCG00001547001,chr6,31287108,31292743,DEAD-box ATP-dependent RNA helicase 10
Chr6_R5,GSCOCG00001546001,chr6,31293668,31297677,AB hydrolase-1 domain-containing protein
Chr6_R5,GSCOCG00001545001,chr6,31298755,31303019,"putative Zinc finger protein VAR3, chloroplastic"
Chr6_R5,GSCOCG00001543001,chr6,31380000,31386169,AA_permease_C domain-containing protein
Chr6_R5,GSCOCG00001539001,chr6,31391416,31397682,AT3G15395.1
Chr6_R6,GSCOCG00040615001,chr6,36090088,36091533,Sod_Cu domain-containing protein
Chr6_R6,GSCOCG00040612001,chr6,36104961,36106003,conserved hypothetical protein
Chr6_R6,GSCOCG00040611001,chr6,36108507,36111874,putative disease resistance protein At1g50180
Chr6_R6,GSCOCG00040610001,chr6,36123506,36126693,Superoxide dismutase [Cu-Zn]
Chr6_R6,GSCOCG00040609001,chr6,36144822,36148509,Tubulin alpha-5 chain
Chr6_R6,GSCOCG00040608001,chr6,36149171,36150094,AP2/ERF domain-containing protein
Chr6_R6,GSCOCG00040607001,chr6,36154907,36157571,Ribosomal_S7 domain-containing protein
Chr6_R6,GSCOCG00040605001,chr6,36165716,36167307,40S ribosomal protein S28-2
Chr6_R6,GSCOCG00040604001,chr6,36168669,36174216,"Homogentisate solanesyltransferase, chloroplastic"
Chr6_R6,GSCOCG00040603001,chr6,36175329,36179348,IQ domain-containing protein IQM6
Chr6_R6,GSCOCG00040600001,chr6,36208951,36209953,AB hydrolase-1 domain-containing protein
Chr6_R6,GSCOCG00040598001,chr6,36210325,36239430,rRNA biogenesis protein RRP5
Chr6_R6,GSCOCG00040597001,chr6,36251375,36266635,conserved hypothetical protein
Chr6_R6,GSCOCG00040595001,chr6,36290638,36292141,F-box domain-containing protein
Chr6_R6,GSCOCG00040594001,chr6,36305569,36306840,"Photosystem II 5 kDa protein, chloroplastic"
Chr6_R6,GSCOCG00040593001,chr6,36319053,36320670,putative protein of unknown function (DUF620)
Chr6_R6,GSCOCG00040592001,chr6,36320815,36322037,putative protein of unknown function (DUF620)
Chr6_R6,GSCOCG00040591001,chr6,36322111,36323255,Germin-like protein
Chr6_R6,GSCOCG00040590001,chr6,36325035,36328880,SET domain-containing protein
Chr6_R6,GSCOCG00040587001,chr6,36331432,36332681,Fatty acyl-CoA reductase
Chr6_R6,GSCOCG00040586001,chr6,36332744,36334344,Fatty acyl-CoA reductase
Chr6_R6,GSCOCG00040585001,chr6,36336440,36341546,acidPPc domain-containing protein
Chr6_R6,GSCOCG00040584001,chr6,36359672,36369881,Structural maintenance of chromosomes protein
Chr6_R6,GSCOCG00040583001,chr6,36372305,36378292,DEAD-box ATP-dependent RNA helicase 37
Chr6_R6,GSCOCG00040581001,chr6,36420543,36421323,putative 60S ribosomal protein L39-3
Chr6_R6,GSCOCG00040580001,chr6,36424712,36433520,Cation_ATPase_N domain-containing protein
Chr6_R6,GSCOCG00040579001,chr6,36443814,36449800,WD_REPEATS_REGION domain-containing protein
Chr6_R6,GSCOCG00040577001,chr6,36450515,36455114,DAO domain-containing protein
Chr6_R6,GSCOCG00040576001,chr6,36458748,36461587,Plasma membrane ATPase
Chr6_R6,GSCOCG00040572001,chr6,36483054,36487237,WD_REPEATS_REGION domain-containing protein
Chr6_R6,GSCOCG00040571001,chr6,36487438,36491902,DAO domain-containing protein
Chr6_R6,GSCOCG00040570001,chr6,36494682,36501748,DNA helicase
Chr7_R1,GSCOCG00036945001,chr7,8767474,8773362,putative PTHR21726//PTHR21726:SF37 - PHOSPHATIDYLINOSITOL N-ACETYLGLUCOSAMINYLTRANSFERASE SUBUNIT P  DOWN SYNDROME CRITICAL REGION PROTEIN 5 -RELATED // SUBFAMILY NOT NAMED (1 of 1)
Chr7_R1,GSCOCG00036944001,chr7,8779630,8783449,Homeobox domain-containing protein
Chr7_R1,GSCOCG00036943001,chr7,8783978,8786281,phosphatidylinositolglycan-related
Chr7_R1,GSCOCG00036942001,chr7,8786802,8796315,putative DNA mismatch repair protein MLH3
Chr7_R1,GSCOCG00036941001,chr7,8800372,8802621,putative AT4G35510.1
Chr7_R1,GSCOCG00036940001,chr7,8806331,8810492,Protein kinase domain-containing protein
Chr7_R1,GSCOCG00036939001,chr7,8815723,8825934,epidermal growth factor receptor substrate 15-like
Chr7_R1,GSCOCG00036937001,chr7,8826713,8829484,"Pentatricopeptide repeat-containing protein At2g17525, mitochondrial"
Chr7_R1,GSCOCG00036936001,chr7,8829876,8833617,PPM-type phosphatase domain-containing protein
Chr7_R1,GSCOCG00036935001,chr7,8836134,8837093,conserved hypothetical protein
Chr7_R1,GSCOCG00036934001,chr7,8837169,8841376,Glutamate receptor
Chr7_R1,GSCOCG00036933001,chr7,8841747,8848652,Serine/threonine-protein kinase/endoribonuclease IRE1a
Chr7_R1,GSCOCG00036932001,chr7,8850331,8862874,Exosome complex exonuclease RRP44
Chr7_R1,GSCOCG00036931001,chr7,8864617,8870139,Vacuolar protein sorting-associated protein 11
Chr7_R1,GSCOCG00036930001,chr7,8870229,8874618,Protein PIN-LIKES 5
Chr7_R1,GSCOCG00036929001,chr7,8880946,8885122,putative AT5G16660.2
Chr7_R1,GSCOCG00036928001,chr7,8887003,8890488,MLO-like protein
Chr7_R1,GSCOCG00036926001,chr7,8894835,8895500,RING-type domain-containing protein
Chr7_R1,GSCOCG00036925001,chr7,8895618,8896040,conserved hypothetical protein
Chr7_R1,GSCOCG00036924001,chr7,8901351,8904866,GTP binding
Chr7_R1,GSCOCG00036923001,chr7,8906581,8911682,MFS domain-containing protein
Chr7_R1,GSCOCG00036922001,chr7,8916378,8917443,putative Transcription factor MYBS1
Chr7_R1,GSCOCG00036921001,chr7,8922281,8924054,conserved hypothetical protein
Chr7_R1,GSCOCG00036919001,chr7,8926701,8930479,"Mitochondrial phosphate carrier protein 1, mitochondrial"
Chr7_R1,GSCOCG00036918001,chr7,8931164,8934063,Eukaryotic translation initiation factor 6-2
Chr7_R1,GSCOCG00036917001,chr7,8935449,8936567,conserved hypothetical protein
Chr7_R1,GSCOCG00036916001,chr7,8937882,8940201,Eukaryotic translation initiation factor 6-2
Chr7_R1,GSCOCG00036915001,chr7,8950601,8954054,Plant intracellular Ras-group-related LRR protein 4
Chr7_R1,GSCOCG00036914001,chr7,8960996,8961307,conserved hypothetical protein
Chr7_R1,GSCOCG00036913001,chr7,8961359,8968481,RNA polymerase I specific transcription initiation factor RRN3 protein
Chr7_R1,GSCOCG00036912001,chr7,8969003,8983313,CW-type domain-containing protein
Chr7_R1,GSCOCG00036911001,chr7,8985645,8989357,WD_REPEATS_REGION domain-containing protein
Chr7_R1,GSCOCG00036910001,chr7,8989416,8997697,Foie-gras_1 domain-containing protein
Chr7_R1,GSCOCG00036908001,chr7,8999338,9005682,RRM domain-containing protein
Chr7_R1,GSCOCG00036907001,chr7,9027732,9031333,3-hydroxy-3-methylglutaryl coenzyme A reductase
Chr7_R1,GSCOCG00036904001,chr7,9038407,9041063,Thioredoxin reductase
Chr7_R1,GSCOCG00036903001,chr7,9043863,9044900,conserved hypothetical protein
Chr7_R1,GSCOCG00036901001,chr7,9052637,9053570,Acyl carrier protein
Chr7_R1,GSCOCG00036899001,chr7,9056589,9061762,Serine/threonine-protein phosphatase
Chr7_R1,GSCOCG00036898001,chr7,9062044,9068984,Protein PIN-LIKES 3
Chr7_R1,GSCOCG00036897001,chr7,9074273,9079711,Protein PIN-LIKES 1
Chr7_R1,GSCOCG00036895001,chr7,9082526,9086763,Protein PIN-LIKES 1
Chr7_R1,GSCOCG00036893001,chr7,9088162,9092518,Protein PIN-LIKES 1
Chr7_R1,GSCOCG00036890001,chr7,9097858,9101439,Diacylglycerol O-acyltransferase 2D
Chr7_R1,GSCOCG00036889001,chr7,9104515,9113049,putative Diacylglycerol O-acyltransferase 2D
Chr7_R1,GSCOCG00036888001,chr7,9113151,9116065,AT3G51510.1
Chr7_R1,GSCOCG00036887001,chr7,9122958,9127890,subtilisin-like protease SBT3.9
Chr7_R1,GSCOCG00036885001,chr7,9131713,9133887,HXXXD-type acyl-transferase family protein
Chr7_R1,GSCOCG00036884001,chr7,9148686,9152320,Protein kinase domain-containing protein
Chr7_R1,GSCOCG00036882001,chr7,9153142,9155522,DUF1990 domain-containing protein
Chr7_R1,GSCOCG00036880001,chr7,9157231,9169550,Kinesin-like protein KIN-14E
Chr7_R1,GSCOCG00036879001,chr7,9174038,9176104,HEM4 domain-containing protein
Chr7_R1,GSCOCG00036878001,chr7,9176239,9180480,Tafazzin family protein
Chr7_R2,GSCOCG00018647001,chr7,17175798,17177720,"putative pentatricopeptide repeat-containing protein At1g12700, mitochondrial"
Chr7_R2,GSCOCG00018646001,chr7,17180596,17192556,Protein kinase domain-containing protein
Chr7_R2,GSCOCG00018645001,chr7,17198633,17198884,putative Abhydrolase_3 domain-containing protein
Chr7_R2,GSCOCG00018644001,chr7,17200445,17207327,Signal recognition particle 19 kDa protein
Chr7_R2,GSCOCG00018643001,chr7,17209991,17213583,conserved hypothetical protein
Chr7_R2,GSCOCG00018642001,chr7,17220514,17220844,putative ATP-dependent DNA helicase Q-like 4B
Chr7_R2,GSCOCG00018641001,chr7,17239851,17241732,Protein kinase domain-containing protein
Chr7_R2,GSCOCG00018640001,chr7,17245199,17246719,conserved hypothetical protein
Chr7_R2,GSCOCG00018639001,chr7,17267371,17267496,HTH myb-type domain-containing protein
Chr7_R2,GSCOCG00018638001,chr7,17267637,17268398,putative transmembrane protein 53-like
Chr7_R2,GSCOCG00018636001,chr7,17277220,17285058,Protein kinase domain-containing protein
Chr7_R2,GSCOCG00018635001,chr7,17295813,17301586,K13173 - arginine and glutamate-rich protein 1 (ARGLU1)  (1 of 2)
Chr7_R2,GSCOCG00018633001,chr7,17302818,17312897,KOG4538 - putative coiled-coil protein (1 of 1)
Chr7_R2,GSCOCG00018631001,chr7,17359065,17363999,WD_REPEATS_REGION domain-containing protein
Chr7_R2,GSCOCG00018629001,chr7,17364388,17367276,WD_REPEATS_REGION domain-containing protein
Chr7_R2,GSCOCG00018628001,chr7,17368090,17369265,Kin17_mid domain-containing protein
Chr7_R2,GSCOCG00018625001,chr7,17374152,17375489,Peptidase A1 domain-containing protein
Chr7_R2,GSCOCG00018623001,chr7,17476795,17477103,Auxin-responsive protein
Chr7_R2,GSCOCG00018620001,chr7,17482970,17492580,S-M checkpoint control protein CID1 OS=Handroanthus impetiginosus OX=429701 GN=CDL12
Chr9_R1,GSCOCG00023115001,chr9,16101632,16120206,starch synthase 4
Chr9_R1,GSCOCG00023114001,chr9,16121907,16208413,Ldh_1_N domain-containing protein
Chr9_R1,GSCOCG00023113001,chr9,16228800,16229519,putative 60S ribosomal protein L4
Chr9_R1,GSCOCG00023111001,chr9,16230067,16231806,conserved hypothetical protein
Chr9_R1,GSCOCG00023109001,chr9,16254844,16256758,Purine permease 21
Chr9_R1,GSCOCG00023108001,chr9,16315298,16317604,Drug/metabolite transporter superfamily protein
Chr9_R1,GSCOCG00023107001,chr9,16324661,16325502,conserved hypothetical protein
Chr9_R1,GSCOCG00023097001,chr9,16415885,16420770,Brix domain-containing protein
Chr9_R1,GSCOCG00023096001,chr9,16422683,16425700,RING-type domain-containing protein
Chr9_R1,GSCOCG00023095001,chr9,16425823,16427937,conserved hypothetical protein
Chr9_R1,GSCOCG00023092001,chr9,16503834,16508323,TOG domain-containing protein
Chr9_R1,GSCOCG00023091001,chr9,16512407,16513712,Protein kinase domain-containing protein
Chr10_R1,GSCOCG00024545001,chr10,698986,701751,Aa
Chr10_R1,GSCOCG00024546001,chr10,701962,704408,AT1G76185.1
Chr10_R1,GSCOCG00024547001,chr10,710672,712078,Dehydrin
Chr10_R1,GSCOCG00024548001,chr10,715466,726676,Ubiquitin-like domain-containing protein
Chr10_R1,GSCOCG00024549001,chr10,727843,733567,Cytoplasmic tRNA 2-thiolation protein 1
Chr10_R1,GSCOCG00024550001,chr10,733821,735252,AT1G20430.1
Chr10_R1,GSCOCG00024551001,chr10,741384,748316,L-ascorbate oxidase
Chr10_R1,GSCOCG00024552001,chr10,748599,749973,DUF295 domain-containing protein
Chr10_R1,GSCOCG00024553001,chr10,751810,754555,tRNA pseudouridine synthase
Chr10_R1,GSCOCG00024555001,chr10,770280,774978,PRONE domain-containing protein
Chr10_R1,GSCOCG00024556001,chr10,780370,786326,Prolyl oligopeptidase
Chr10_R1,GSCOCG00024558001,chr10,790264,790488,BBE domain-containing protein
Chr10_R1,GSCOCG00024559001,chr10,790624,791475,FAD-binding PCMH-type domain-containing protein
Chr10_R1,GSCOCG00024561001,chr10,794059,801170,Pseudouridine synthase family protein
Chr10_R1,GSCOCG00024562001,chr10,801226,806636,MaoC-like domain-containing protein
Chr10_R1,GSCOCG00024563001,chr10,808124,808318,conserved hypothetical protein
Chr10_R1,GSCOCG00024564001,chr10,812450,815629,High mobility group B protein 9
Chr10_R1,GSCOCG00024565001,chr10,816371,818059,Ubiquitin-like domain-containing protein
Chr10_R1,GSCOCG00024566001,chr10,818425,821047,Mechanosensitive ion channel protein
Chr10_R1,GSCOCG00024568001,chr10,822062,824314,Glutathione S-transferase PARB
Chr10_R1,GSCOCG00024569001,chr10,825272,830171,Mechanosensitive ion channel protein
Chr10_R1,GSCOCG00024570001,chr10,831891,839236,Serine/threonine-protein kinase STY46
Chr10_R1,GSCOCG00024573001,chr10,846765,848582,DNL-type domain-containing protein
Chr10_R1,GSCOCG00024574001,chr10,850470,851809,Plastocyanin
Chr10_R1,GSCOCG00024575001,chr10,851893,855944,putative Phospholipase D delta
Chr10_R1,GSCOCG00024576001,chr10,856593,859036,C2 domain-containing protein
Chr10_R1,GSCOCG00024577001,chr10,860343,868474,MFS domain-containing protein
Chr10_R1,GSCOCG00024578001,chr10,870109,871384,Thioredoxin domain-containing protein
Chr10_R1,GSCOCG00024579001,chr10,874257,875048,putative AT1G76070.1
Chr10_R1,GSCOCG00024580001,chr10,878281,879853,LYR family of Fe/S cluster biogenesis protein
Chr10_R1,GSCOCG00024581001,chr10,880779,882992,LYR family of Fe/S cluster biogenesis protein
Chr10_R1,GSCOCG00024582001,chr10,883044,889216,Fe2OG dioxygenase domain-containing protein
Chr10_R1,GSCOCG00024583001,chr10,889494,893552,S4 RNA-binding domain-containing protein
Chr10_R1,GSCOCG00024584001,chr10,893983,899296,Calcium-dependent protein kinase 29
Chr10_R1,GSCOCG00024586001,chr10,900476,903350,DYW_deaminase domain-containing protein
Chr10_R1,GSCOCG00024587001,chr10,903546,907811,Thioredoxin_8 domain-containing protein OS=Cephalotus follicularis OX=3775 GN=CFOL_v3
Chr10_R1,GSCOCG00024589001,chr10,925911,927102,RING-type domain-containing protein
Chr10_R1,GSCOCG00024591001,chr10,929934,932939,Thioredoxin-like_fold domain-containing protein
Chr10_R1,GSCOCG00024592001,chr10,933976,937926,Alba domain-containing protein
Chr10_R1,GSCOCG00024594001,chr10,943586,945974,FAD_binding_3 domain-containing protein
Chr10_R1,GSCOCG00024595001,chr10,949947,951048,Expansin
Chr10_R1,GSCOCG00024596001,chr10,951366,951779,conserved hypothetical protein
Chr10_R1,GSCOCG00024597001,chr10,953761,955180,Peroxidase
Chr10_R1,GSCOCG00024598001,chr10,956642,957577,putative protein Simiate-like
Chr10_R1,GSCOCG00024599001,chr10,957647,959859,putative Single hybrid motif superfamily protein
Chr10_R1,GSCOCG00024600001,chr10,959951,960973,DUF677 domain-containing protein (Fragment) OS=Cephalotus follicularis OX=3775 GN=CFOL_v3
Chr10_R1,GSCOCG00024601001,chr10,963779,966538,PKS_ER domain-containing protein
Chr10_R1,GSCOCG00024602001,chr10,970518,975433,HTH La-type RNA-binding domain-containing protein
Chr10_R1,GSCOCG00024604001,chr10,979355,981099,BZIP domain-containing protein
Chr10_R1,GSCOCG00024605001,chr10,997226,998382,AT4G22000.1
Chr10_R1,GSCOCG00024606001,chr10,1000586,1004212,CO(2)-response secreted protease
Chr10_R1,GSCOCG00024607001,chr10,1005875,1008447,AT1G11320.1
Chr10_R1,GSCOCG00024608001,chr10,1011426,1013923,Lipase_GDSL domain-containing protein
Chr10_R1,GSCOCG00024609001,chr10,1014174,1016978,Lipase_GDSL domain-containing protein
Chr10_R1,GSCOCG00024610001,chr10,1020313,1028071,FYVE-type domain-containing protein
Chr10_R1,GSCOCG00024611001,chr10,1032888,1033862,RING-type domain-containing protein
Chr10_R1,GSCOCG00024612001,chr10,1035649,1038689,Glutaredoxin domain-containing protein
Chr10_R1,GSCOCG00024613001,chr10,1042754,1046193,Regulatory protein
Chr10_R1,GSCOCG00024614001,chr10,1046863,1056689,Vacuolar protein sorting-associated protein 35
Chr10_R1,GSCOCG00024615001,chr10,1058001,1064099,ABC transporter B family member 13
Chr10_R1,GSCOCG00024616001,chr10,1066410,1069265,DNA-directed RNA polymerase subunit
Chr10_R1,GSCOCG00024617001,chr10,1076182,1083147,Synaptotagmin-2
Chr10_R1,GSCOCG00024618001,chr10,1089710,1092893,Protein kinase domain-containing protein
Chr10_R1,GSCOCG00024619001,chr10,1093043,1093743,putative Receptor protein kinase CLAVATA1
Chr10_R1,GSCOCG00024620001,chr10,1094220,1100365,Kinesin motor domain-containing protein
Chr10_R1,GSCOCG00024622001,chr10,1105097,1110613,putative Midasin like
Chr11_R1,GSCOCG00025439001,chr11,12198438,12206245,BRAP2 RING ZnF UBP domain-containing protein 2
Chr11_R1,GSCOCG00025438001,chr11,12212530,12213997,DUF659 domain-containing protein
Chr11_R1,GSCOCG00025436001,chr11,12256009,12266302,UBX domain-containing protein
Chr11_R1,GSCOCG00025435001,chr11,12271910,12280594,Ubiquitin carboxyl-terminal hydrolase
Chr11_R1,GSCOCG00025431001,chr11,12314625,12318948,Glycosyltransferase
Chr11_R1,GSCOCG00025430001,chr11,12351934,12352748,conserved hypothetical protein
Chr11_R1,GSCOCG00025429001,chr11,12353245,12367447,Protein ACCUMULATION AND REPLICATION OF CHLOROPLASTS 3 like
Chr11_R1,GSCOCG00025428001,chr11,12371384,12372276,conserved hypothetical protein
Chr11_R1,GSCOCG00025424001,chr11,12401824,12404853,C2H2-type domain-containing protein
Chr11_R1,GSCOCG00025423001,chr11,12427538,12429633,conserved hypothetical protein
Chr11_R1,GSCOCG00025421001,chr11,12434463,12445474,Protein CHROMATIN REMODELING 19
Chr11_R1,GSCOCG00025420001,chr11,12456127,12457760,NmrA domain-containing protein
Chr11_R1,GSCOCG00025419001,chr11,12458226,12461438,putative Disease resistance protein RPM1
Chr11_R1,GSCOCG00040778001,chr11,12521624,12523712,Protein of unknown function (DUF789)
Chr11_R2,GSCOCG00020729001,chr11,23476686,23477435,putative Farnesoic acid carboxyl-O-methyltransferase
Chr11_R2,GSCOCG00020732001,chr11,23487101,23496910,RNA-dependent RNA polymerase
Chr11_R2,GSCOCG00020733001,chr11,23504270,23517982,RNA-dependent RNA polymerase
Chr11_R2,GSCOCG00020734001,chr11,23538795,23546726,RNA-dependent RNA polymerase
Chr11_R2,GSCOCG00020735001,chr11,23552744,23561261,RNA-dependent RNA polymerase
Chr11_R2,GSCOCG00020736001,chr11,23566867,23570606,Semialdhyde_dhC domain-containing protein
Chr11_R2,GSCOCG00018120001,chr11,23599313,23602840,Plasmodesmata-located protein 6
Chr11_R2,GSCOCG00018119001,chr11,23613166,23617022,Caleosin-related family protein
Chr11_R2,GSCOCG00018118001,chr11,23619747,23625854,UBIQUITIN_CONJUGAT_2 domain-containing protein
Chr11_R2,GSCOCG00018117001,chr11,23630552,23634530,Fe2OG dioxygenase domain-containing protein
Chr11_R2,GSCOCG00018116001,chr11,23637573,23641450,Ran BP2/NZF zinc finger-like superfamily protein
Chr11_R2,GSCOCG00018115001,chr11,23654781,23656635,Nudix hydrolase domain-containing protein
Chr11_R2,GSCOCG00018114001,chr11,23662297,23663829,Nudix hydrolase domain-containing protein
Chr11_R2,GSCOCG00018112001,chr11,23685761,23686688,conserved hypothetical protein
Chr11_R2,GSCOCG00018111001,chr11,23689939,23693071,"putative protein OSB1, mitochondrial"
Chr11_R2,GSCOCG00018110001,chr11,23693548,23695162,PORR domain-containing protein
Chr11_R2,GSCOCG00018109001,chr11,23696248,23698977,DYW_deaminase domain-containing protein
Chr11_R2,GSCOCG00018107001,chr11,23700649,23702462,Peroxidase
Chr11_R2,GSCOCG00018104001,chr11,23707754,23708731,PEROXIDASE_4 domain-containing protein
Chr11_R2,GSCOCG00018102001,chr11,23715382,23715749,Flowering-promoting factor 1
Chr11_R2,GSCOCG00018101001,chr11,23719611,23721094,Peroxidase
Chr11_R2,GSCOCG00018099001,chr11,23726332,23729782,SET domain-containing protein
Chr11_R2,GSCOCG00018098001,chr11,23731978,23733073,Polcalcin Cup a 4
Chr11_R2,GSCOCG00018092001,chr11,23799516,23800818,Knot1 domain-containing protein
Chr11_R2,GSCOCG00018091001,chr11,23804435,23808156,Transcription factor IIIA
Chr11_R2,GSCOCG00018090001,chr11,23809436,23814142,ANK_REP_REGION domain-containing protein
Chr11_R2,GSCOCG00018089001,chr11,23815083,23817554,ANK_REP_REGION domain-containing protein
Chr11_R2,GSCOCG00018085001,chr11,23827897,23832345,ANK_REP_REGION domain-containing protein
Chr11_R2,GSCOCG00018119001,chr11,23613166,23617022,Caleosin-related family protein
Chr11_R2,GSCOCG00018118001,chr11,23619747,23625854,UBIQUITIN_CONJUGAT_2 domain-containing protein
Chr11_R2,GSCOCG00018117001,chr11,23630552,23634530,Fe2OG dioxygenase domain-containing protein
Chr11_R2,GSCOCG00018116001,chr11,23637573,23641450,Ran BP2/NZF zinc finger-like superfamily protein
Chr11_R2,GSCOCG00018115001,chr11,23654781,23656635,Nudix hydrolase domain-containing protein
Chr11_R2,GSCOCG00018114001,chr11,23662297,23663829,Nudix hydrolase domain-containing protein
Chr11_R2,GSCOCG00018112001,chr11,23685761,23686688,conserved hypothetical protein
Chr11_R2,GSCOCG00018111001,chr11,23689939,23693071,"putative protein OSB1, mitochondrial"
Chr11_R2,GSCOCG00018110001,chr11,23693548,23695162,PORR domain-containing protein
Chr11_R2,GSCOCG00018109001,chr11,23696248,23698977,DYW_deaminase domain-containing protein
Chr11_R2,GSCOCG00018107001,chr11,23700649,23702462,Peroxidase
Chr11_R2,GSCOCG00018104001,chr11,23707754,23708731,PEROXIDASE_4 domain-containing protein
Chr11_R2,GSCOCG00018102001,chr11,23715382,23715749,Flowering-promoting factor 1
Chr11_R2,GSCOCG00018101001,chr11,23719611,23721094,Peroxidase
Chr11_R2,GSCOCG00018099001,chr11,23726332,23729782,SET domain-containing protein
Chr11_R2,GSCOCG00018098001,chr11,23731978,23733073,Polcalcin Cup a 4
Chr11_R2,GSCOCG00018092001,chr11,23799516,23800818,Knot1 domain-containing protein
Chr11_R2,GSCOCG00018091001,chr11,23804435,23808156,Transcription factor IIIA
Chr11_R2,GSCOCG00018090001,chr11,23809436,23814142,ANK_REP_REGION domain-containing protein
Chr11_R2,GSCOCG00018089001,chr11,23815083,23817554,ANK_REP_REGION domain-containing protein
Chr11_R2,GSCOCG00018085001,chr11,23827897,23832345,ANK_REP_REGION domain-containing protein
Chr11_R2,GSCOCG00018084001,chr11,23841778,23842386,ANK_REP_REGION domain-containing protein
Chr11_R2,GSCOCG00018081001,chr11,23855606,23860165,ANK_REP_REGION domain-containing protein
Chr11_R2,GSCOCG00018079001,chr11,23863438,23863966,conserved hypothetical protein
Chr11_R2,GSCOCG00018078001,chr11,23866963,23867465,Abhydrolase_3 domain-containing protein
Chr11_R2,GSCOCG00018076001,chr11,23919424,23922565,ANK_REP_REGION domain-containing protein
Chr11_R2,GSCOCG00018075001,chr11,23933227,23937074,Vac14_Fig4_bd domain-containing protein
Chr11_R2,GSCOCG00018074001,chr11,23937236,23943915,Vac14_Fab1_bd domain-containing protein
Chr11_R2,GSCOCG00018073001,chr11,23948514,23954301,UDP-3-O-acyl N-acetylglycosamine deacetylase family protein
Chr11_R2,GSCOCG00018071001,chr11,23964431,23969265,RING-type domain-containing protein
Chr11_R2,GSCOCG00018070001,chr11,23975176,23976451,putative PTHR33133:SF7 - F26K24.10 PROTEIN (1 of 2)
Chr11_R2,GSCOCG00018068001,chr11,24000829,24013707,Cleavage and polyadenylation specificity factor subunit 3-II
Chr11_R2,GSCOCG00018067001,chr11,24014485,24015898,Pentatricopeptide repeat-containing protein
Chr11_R2,GSCOCG00018066001,chr11,24015963,24016839,conserved hypothetical protein
Chr11_R2,GSCOCG00018065001,chr11,24016897,24018973,conserved hypothetical protein
